,book_info,movie_info,book_year,book_title,book_author,id,film_year,film_title
177,"Anna Karenina (1873–1887) (serial), (1888) (novel), Leo Tolstoy",Anna Karenina (1967),1873,Anna Karenina,(1888) (novel,15823480,1967,Anna Karenina
178,"Anna Karenina (1873–1887) (serial), (1888) (novel), Leo Tolstoy",Anna Karenina (1974),1873,Anna Karenina,(1888) (novel,15823480,1974,Anna Karenina
179,"Anna Karenina (1873–1887) (serial), (1888) (novel), Leo Tolstoy",Anna Karenina (1985),1873,Anna Karenina,(1888) (novel,15823480,1985,Anna Karenina
180,"Anna Karenina (1873–1887) (serial), (1888) (novel), Leo Tolstoy",Anna Karenina (1997),1873,Anna Karenina,(1888) (novel,15823480,1997,Anna Karenina
181,"Anna Karenina (1873–1887) (serial), (1888) (novel), Leo Tolstoy",Anna Karenina (2005),1873,Anna Karenina,(1888) (novel,15823480,2005,Anna Karenina
182,"Anna Karenina (1873–1887) (serial), (1888) (novel), Leo Tolstoy",Anna Karenina (2012),1873,Anna Karenina,(1888) (novel,15823480,2012,Anna Karenina
183,"Anna to the Infinite Power (1979), Mildred Ames",Anna to the Infinite Power (1983),1979,Anna to the Infinite Power,Mildred Ames,211044,1983,Anna to the Infinite Power
184,"Anne of Avonlea (1909), Lucy Maud Montgomery",Anne of Avonlea (1975) (TV),1909,Anne of Avonlea,Lucy Maud Montgomery,77390,1975,Anne of Avonlea
185,"Anne of Avonlea (1909), Lucy Maud Montgomery",Anne of Avonlea (1987) (TV),1909,Anne of Avonlea,Lucy Maud Montgomery,77390,1987,Anne of Avonlea
186,"Anne of Green Gables (1908), Lucy Maud Montgomery",Anne of Green Gables (1919),1908,Anne of Green Gables,Lucy Maud Montgomery,8127,1919,Anne of Green Gables
187,"Anne of Green Gables (1908), Lucy Maud Montgomery",Anne of Green Gables (1934),1908,Anne of Green Gables,Lucy Maud Montgomery,8127,1934,Anne of Green Gables
188,"Anne of Green Gables (1908), Lucy Maud Montgomery",* Anne of Windy Poplars (1940),1908,Anne of Green Gables,Lucy Maud Montgomery,8127,1940,* Anne of Windy Poplars
189,"Anne of Green Gables (1908), Lucy Maud Montgomery",Anne of Green Gables (1956) (TV),1908,Anne of Green Gables,Lucy Maud Montgomery,8127,1956,Anne of Green Gables
190,"Anne of Green Gables (1908), Lucy Maud Montgomery",Anne of Green Gables (1972) (TV),1908,Anne of Green Gables,Lucy Maud Montgomery,8127,1972,Anne of Green Gables
191,"Anne of Green Gables (1908), Lucy Maud Montgomery",* Anne of Avonlea (1975) (TV),1908,Anne of Green Gables,Lucy Maud Montgomery,8127,1975,* Anne of Avonlea
192,"Anne of Green Gables (1908), Lucy Maud Montgomery",Anne of Green Gables (1985) (TV),1908,Anne of Green Gables,Lucy Maud Montgomery,8127,1985,Anne of Green Gables
193,"Anne of Green Gables (1908), Lucy Maud Montgomery",** Anne of Avonlea (1987) (TV),1908,Anne of Green Gables,Lucy Maud Montgomery,8127,1987,** Anne of Avonlea
194,"Anne of Green Gables (1908), Lucy Maud Montgomery",** * Anne of Green Gables: The Continuing Story (2000) (TV),1908,Anne of Green Gables,Lucy Maud Montgomery,8127,2000,** * Anne of Green Gables: The Continuing Story
195,"Anne of Green Gables (1908), Lucy Maud Montgomery",** ** Anne of Green Gables: A New Beginning (2009) (TV),1908,Anne of Green Gables,Lucy Maud Montgomery,8127,2009,** ** Anne of Green Gables: A New Beginning
196,"L'Année des méduses (The Year of the Jellyfish) (1983), Christopher Frank",L'Année des méduses (Year of the Jellyfish) (1984),1983,L'Année des méduses,Christopher Frank,,1984,L'Année des méduses
197,"Annihilation (2014), Jeff VanderMeer",Annihilation (2018),2014,Annihilation,Jeff VanderMeer,17934530,2018,Annihilation
198,"The Anointed (1937), Clyde Brion Davis",Adventure (1945),1937,The Anointed,Clyde Brion Davis,,1945,Adventure
199,"The Antagonists (1971), Ernest K. Gann",Masada (1987) (TV) (mini),1971,The Antagonists,Ernest K. Gann,611255,1987,Masada
200,"Anthony Adverse (1933), Hervey Allen",Anthony Adverse (1936),1933,Anthony Adverse,Hervey Allen,1525148,1936,Anthony Adverse
201,"Antikiller (Антикиллер) (1999), Daniil Koretsky",Antikiller (2002),1999,Antikiller,Daniil Koretsky,,2002,Antikiller
202,"Antonieta (1978), Andrés Henestrosa",Antonieta (1982),1978,Antonieta,Andrés Henestrosa,,1982,Antonieta
203,"Apache Rising (1957), Marvin H. Albert",Duel at Diablo (1966),1957,Apache Rising,Marvin H. Albert,2297934,1966,Duel at Diablo
204,"A Job for Jenny (1945) (a. k. a. A Job for Jenny), Faith Baldwin",Apartment for Peggy (1948),1945,A Job for Jenny,Faith Baldwin,4858198,1948,Apartment for Peggy
205,"The Apocalypse Watch (1995), Robert Ludlum",The Apocalypse Watch (1997) (TV),1995,The Apocalypse Watch,Robert Ludlum,865673,1997,The Apocalypse Watch
206,"The Apple Dumpling Gang (1971), Jack Bickham",The Apple Dumpling Gang (1975),1971,The Apple Dumpling Gang,Jack Bickham,6356906,1975,The Apple Dumpling Gang
207,"The Apple Dumpling Gang (1971), Jack Bickham",* The Apple Dumpling Gang Rides Again (1979),1971,The Apple Dumpling Gang,Jack Bickham,6356906,1979,* The Apple Dumpling Gang Rides Again
208,"The Apple Dumpling Gang (1971), Jack Bickham",** Tales from the Apple Dumpling Gang (1982) (TV),1971,The Apple Dumpling Gang,Jack Bickham,6356906,1982,** Tales from the Apple Dumpling Gang
209,"Appointment with Death (1938), Agatha Christie",Appointment with Death (1988),1938,Appointment with Death,Agatha Christie,16363,1988,Appointment with Death
210,"Appointment with Venus (1951), Jerrard Tickell",Appointment with Venus (1951),1951,Appointment with Venus,Jerrard Tickell,626775,1951,Appointment with Venus
211,"The Apprenticeship of Duddy Kravitz (1959), Mordecai Richler",The Apprenticeship of Duddy Kravitz (1974),1959,The Apprenticeship of Duddy Kravitz,Mordecai Richler,203073,1974,The Apprenticeship of Duddy Kravitz
212,"Armageddon 2419 A.D. (1928), Philip Francis Nowlan
* The Airlords of Han (1929), Philip Francis Nowlan",Buck Rogers (1939),2419,Armageddon ,"Philip Francis Nowlan
* The Airlords of Han (1929",8715837,1939,Buck Rogers
213,"Armageddon 2419 A.D. (1928), Philip Francis Nowlan
* The Airlords of Han (1929), Philip Francis Nowlan",Buck Rogers in the 25th Century (1979),2419,Armageddon ,"Philip Francis Nowlan
* The Airlords of Han (1929",8715837,1979,Buck Rogers in the 25th Century
214,"L'Armée des ombres (The Army of Shadows) (1943), Joseph Kessel",L'Armée des ombres (The Army of Shadows) (1969),1943,L'Armée des ombres,Joseph Kessel,1915477,1969,L'Armée des ombres
215,"Arouse and Beware (1936), MacKinlay Kantor",The Man from Dakota (1940),1936,Arouse and Beware,MacKinlay Kantor,34145273,1940,The Man from Dakota
216,"Arrowsmith (1925), Sinclair Lewis",Arrowsmith (1931),1925,Arrowsmith,Sinclair Lewis,11389,1931,Arrowsmith
217,"El Asalto (The Robbery) (1956), Enrique Silberstein",El Asalto (The Robbery) (1960),1956,El Asalto,Enrique Silberstein,53244959,1960,El Asalto
218,"Ascenseur pour l'échafaud (Lift to the Scaffold) (1951), Noël Calef",Elevator to the Gallows (1958),1951,Ascenseur pour l'échafaud,Noël Calef,1810609,1958,Elevator to the Gallows
219,"Ask the Dust (1939), John Fante",Ask the Dust (2006),1939,Ask the Dust,John Fante,46227,2006,Ask the Dust
220,"Asking for Trouble (2001), Elizabeth Young",The Wedding Date (2005),2001,Asking for Trouble,Elizabeth Young,322007,2005,The Wedding Date
221,"The Asphalt Jungle (1949), W. R. Burnett",The Asphalt Jungle (1950),1949,The Asphalt Jungle,W. R. Burnett,439283,1950,The Asphalt Jungle
222,"The Asphalt Jungle (1949), W. R. Burnett",The Badlanders (1959),1949,The Asphalt Jungle,W. R. Burnett,439283,1959,The Badlanders
223,"The Assassination Bureau, Ltd (1963), Jack London",The Assassination Bureau (1969),1963,"The Assassination Bureau, Ltd",Jack London,156834,1969,The Assassination Bureau
224,"The Assassination of Jesse James by the Coward Robert Ford (1983), Ron Hansen",The Assassination of Jesse James by the Coward Robert Ford (2007),1983,The Assassination of Jesse James by the Coward Robert Ford,Ron Hansen,320730,2007,The Assassination of Jesse James by the Coward Robert Ford
225,"L'Assommoir (1877), Émile Zola",Gervaise (1956),1877,L'Assommoir,Émile Zola,92967,1956,Gervaise
226,"Assunta Spina (1908), Salvatore Di Giacomo",Assunta Spina (1915),1908,Assunta Spina,Salvatore Di Giacomo,19510054,1915,Assunta Spina
227,"Assunta Spina (1908), Salvatore Di Giacomo",Assunta Spina (1930),1908,Assunta Spina,Salvatore Di Giacomo,19510054,1930,Assunta Spina
228,"Assunta Spina (1908), Salvatore Di Giacomo",Assunta Spina (1948),1908,Assunta Spina,Salvatore Di Giacomo,19510054,1948,Assunta Spina
229,"Assunta Spina (1908), Salvatore Di Giacomo",Assunta Spina (2006),1908,Assunta Spina,Salvatore Di Giacomo,19510054,2006,Assunta Spina
230,"The Astronauts (1961), Stanisław Lem",First Spaceship on Venus (1960),1961,The Astronauts,Stanisław Lem,,1960,First Spaceship on Venus
231,"Asylum (1996), Patrick McGrath",Asylum (2005),1996,Asylum,Patrick McGrath,895479,2005,Asylum
232,"At Play in the Fields of the Lord (1965), Peter Matthiessen",At Play in the Fields of the Lord (1991),1965,At Play in the Fields of the Lord,Peter Matthiessen,769729,1991,At Play in the Fields of the Lord
233,"At the Earth's Core (1914) (serial), (1922) (novel), Edgar Rice Burroughs",At the Earth's Core (1976),1914,At the Earth's Core,Edgar Rice Burroughs,215950,1976,At the Earth's Core
234,"At the Earth's Core (1914) (serial), (1922) (novel), Edgar Rice Burroughs",Journey to the Center of the Earth (2008),1914,At the Earth's Core,Edgar Rice Burroughs,215950,2008,Journey to the Center of the Earth
235,"Atlantis (1912), Gerhart Hauptmann",Atlantis (1913),1912,Atlantis,Gerhart Hauptmann,6600698,1913,Atlantis
236,"Atonement (2001), Ian McEwan",Atonement (2007),2001,Atonement,Ian McEwan,6867,2007,Atonement
237,"Audrey Rose (1975), Frank De Felitta",Audrey Rose (1977),1975,Audrey Rose,Frank De Felitta,455764,1977,Audrey Rose
238,"The Auction Block (1914), Rex Beach",The Auction Block (1917),1914,The Auction Block,Rex Beach,8680257,1917,The Auction Block
239,"The Auction Block (1914), Rex Beach",The Auction Block (1926),1914,The Auction Block,Rex Beach,8680257,1926,The Auction Block
240,"Auntie Mame (1955), Patrick Dennis",Auntie Mame (1958),1955,Auntie Mame,Patrick Dennis,187060,1958,Auntie Mame
241,"Avalon High (2005), Meg Cabot",Avalon High (2010) (TV),2005,Avalon High,Meg Cabot,187812,2010,Avalon High
242,"The Aviator (1981), Ernest K. Gann",The Aviator (1985),1981,The Aviator,Ernest K. Gann,1784015,1985,The Aviator
243,"Away All Boats (1953), Kenneth M. Dodson",Away All Boats (1956),1953,Away All Boats,Kenneth M. Dodson,1835865,1956,Away All Boats
244,An Awfully Big Adventure (1989) Beryl Bainbridge,An Awfully Big Adventure (1995),1989,An Awfully Big Adventure,unknown,220452,1995,An Awfully Big Adventure
245,"The Ax (1997), Donald E. Westlake",Le Couperet (2005),1997,The Ax,Donald E. Westlake,176811,2005,Le Couperet
246,"Ayat-Ayat Cinta (The Verses of Love) (2005), Habiburrahman El Shirazy",Ayat-Ayat Cinta (2008),2005,Ayat-Ayat Cinta,Habiburrahman El Shirazy,969177,2008,Ayat-Ayat Cinta
247,"Baby Love (1968), Tina Chad Christian",Baby Love (1968),1968,Baby Love,Tina Chad Christian,11182059,1968,Baby Love
248,"Babylon Babies (1999), Maurice Georges Dantec",Babylon A.D. (2008),1999,Babylon Babies,Maurice Georges Dantec,187899,2008,Babylon A.D.
249,"Back Street (1931), Fannie Hurst",Back Street (1932),1931,Back Street,Fannie Hurst,1868821,1932,Back Street
250,"Back Street (1931), Fannie Hurst",Back Street (1941),1931,Back Street,Fannie Hurst,1868821,1941,Back Street
251,"Back Street (1931), Fannie Hurst",Back Street (1961),1931,Back Street,Fannie Hurst,1868821,1961,Back Street
252,"Back When We Were Grownups (2001), Anne Tyler",Back When We Were Grownups (2004),2001,Back When We Were Grownups,Anne Tyler,31178,2004,Back When We Were Grownups
253,"Background to Danger (1937) (a. k. a. Uncommon Danger), Eric Ambler",Background to Danger (1943),1937,Background to Danger,Eric Ambler,46437,1943,Background to Danger
254,"Bad Girl (1928), Viña Delmar",Bad Girl (1931),1928,Bad Girl,Viña Delmar,3287661,1931,Bad Girl
255,"The Bad Seed (1954), William March (novel)
* The Bad Seed (1954), play adaptation by Maxwell Anderson",The Bad Seed (1956),1954,The Bad Seed,William March,467032,1956,The Bad Seed
256,"The Bad Seed (1954), William March (novel)
* The Bad Seed (1954), play adaptation by Maxwell Anderson",The Bad Seed (1985) (TV),1954,The Bad Seed,William March,467032,1985,The Bad Seed
257,"The Bad Seed (1954), William March (novel)
* The Bad Seed (1954), play adaptation by Maxwell Anderson",The Bad Seed (TBA 2013),1954,The Bad Seed,William March,467032,2013,The Bad Seed
258,"Baise-moi(1999), Virginie Despentes",Baise-moi (2000),1999,Baise-moi(,Virginie Despentes,373687,2000,Baise-moi
259,"The Bait (1968), Dorothy Uhnak",The Bait (1973) (TV),1968,The Bait,Dorothy Uhnak,4835532,1973,The Bait
260,"The Ballad of Cat Ballou (1956), Roy Chanslor",Cat Ballou (1965),1956,The Ballad of Cat Ballou,Roy Chanslor,3250464,1965,Cat Ballou
261,"The Ballad of the Flim-Flam Man (1965), Guy Owen",The Flim-Flam Man (1967),1965,The Ballad of the Flim-Flam Man,Guy Owen,1412441,1967,The Flim-Flam Man
262,"The Ballad of the Running Man (1963), Shelley Smith",The Running Man (1963),1963,The Ballad of the Running Man,Shelley Smith,34593190,1963,The Running Man
263,"Balzac et la petite tailleuse chinoise (Balzac and the Little Chinese Seamstress) (2000), Dai Sijie",Balzac and the Little Chinese Seamstress (2002),2000,Balzac et la petite tailleuse chinoise,Dai Sijie,1312602,2002,Balzac and the Little Chinese Seamstress
264,"Band of Angels (1955), Robert Penn Warren",Band of Angels (1957),1955,Band of Angels,Robert Penn Warren,120765,1957,Band of Angels
265,"Bank Shot (1972), Donald E. Westlake",Bank Shot (1974),1972,Bank Shot,Donald E. Westlake,596675,1974,Bank Shot
266,"Banner in the Sky (1900), James Ramsey Ullman",Third Man on the Mountain (1959),1900,Banner in the Sky,James Ramsey Ullman,333766,1959,Third Man on the Mountain
267,"The Barefoot Mailman (1943), Theodore Pratt",The Barefoot Mailman (1951),1943,The Barefoot Mailman,Theodore Pratt,380258,1951,The Barefoot Mailman
268,"Basil of Baker Street (1958), Eve Titus",The Great Mouse Detective (1986),1958,Basil of Baker Street,Eve Titus,1005680,1986,The Great Mouse Detective
269,"Bastard Out of Carolina (1992), Dorothy Allison",Bastard Out of Carolina (1996),1992,Bastard Out of Carolina,Dorothy Allison,25354,1996,Bastard Out of Carolina
270,"Battle Cry (1953), Leon Uris",Battle Cry (1955),1953,Battle Cry,Leon Uris,42694,1955,Battle Cry
271,"The Battle of the Villa Fiorita (1963), Rumer Godden",The Battle of the Villa Fiorita (1965),1963,The Battle of the Villa Fiorita,Rumer Godden,992611,1965,The Battle of the Villa Fiorita
272,"Battle Royale (1999), Koushun Takami",Battle Royale (2000),1999,Battle Royale,Koushun Takami,57891,2000,Battle Royale
273,"Battle Royale (1999), Koushun Takami",* Battle Royale II: Requiem (2003),1999,Battle Royale,Koushun Takami,57891,2003,* Battle Royale II: Requiem
274,"Battlefield Earth (1982), L. Ron Hubbard",Battlefield Earth (2000),1982,Battlefield Earth,L. Ron Hubbard,769658,2000,Battlefield Earth
275,"Be Cool (1999), Elmore Leonard",Be Cool (2005),1999,Be Cool,Elmore Leonard,288973,2005,Be Cool
276,"Be Ready with Bells and Drums (1961), Elizabeth Kata",A Patch of Blue (1965),1961,Be Ready with Bells and Drums,Elizabeth Kata,8571481,1965,A Patch of Blue
277,"Be Still, My Love (1947), June Truesdell",The Accused (1949),1947,"Be Still, My Love",June Truesdell,37550104,1949,The Accused
278,"The Beach (1996), Alex Garland",The Beach (2000),1996,The Beach,Alex Garland,607639,2000,The Beach
279,"Beaches (1985), Iris Rainer Dart",Beaches (1988),1985,Beaches,Iris Rainer Dart,1219954,1988,Beaches
280,"The Beardless Warriors (1960), Richard Matheson",The Young Warriors (1967),1960,The Beardless Warriors,Richard Matheson,22640020,1967,The Young Warriors
281,"The Beast (1991), Peter Benchley",The Beast (1996),1991,The Beast,Peter Benchley,288944,1996,The Beast
282,"The Beast Master (1959), Andre Norton",The Beastmaster (1982),1959,The Beast Master,Andre Norton,462451,1982,The Beastmaster
283,"The Beast Master (1959), Andre Norton",* Beastmaster 2: Through the Portal of Time (1991),1959,The Beast Master,Andre Norton,462451,1991,* Beastmaster 2: Through the Portal of Time
284,"The Beast Master (1959), Andre Norton",** Beastmaster III: The Eye of Braxus (1996) (TV),1959,The Beast Master,Andre Norton,462451,1996,** Beastmaster III: The Eye of Braxus
285,"The Beast Must Die (1938), Cecil Day-Lewis (as Nicholas Blake)",La Bestia debe morir (1952),1938,The Beast Must Die,Cecil Day-Lewis (as Nicholas Blake),437856,1952,La Bestia debe morir
286,"The Beast Must Die (1938), Cecil Day-Lewis (as Nicholas Blake)",Que la bête meure (The Beast Must Die) (1969) (a. k. a. This Man Must Die),1938,The Beast Must Die,Cecil Day-Lewis (as Nicholas Blake),437856,1969,Que la bête meure
287,"The Beast Within (1981), Edward Levy",The Beast Within (1982),1981,The Beast Within,Edward Levy,314245,1982,The Beast Within
288,"Beat the Devil (1951), Claud Cockburn (as James Helvick)",Beat the Devil (1953),1951,Beat the Devil,Claud Cockburn (as James Helvick),4795742,1953,Beat the Devil
289,"Beau Brocade (1907), Baroness Emmuska Orczy",Beau Brocade (1916),1907,Beau Brocade,Baroness Emmuska Orczy,2342925,1916,Beau Brocade
